0,B
683,B
1277,B
1752,B
2296,B
2710,B
3301,B
3816,B
4465,B
4832,B
5231,B
5669,B
6193,B
6758,B
7211,B
7658,B
8023,B
8418,B
8872,B
9292,B
9817,B
10279,B
10699,B
10998,B
11622,B
12006,B
12470,B
13089,B
13435,B
13784,B
14228,B
14753,B
15076,B
15532,B
16077,B
16671,B
17182,B
17611,B
18090,B
18499,B
18943,B
19560,B
20188,B
20666,B
21252,B
21923,B
22290,B
22911,B
23489,B
24007,B
24538,B
25313,B
25822,B
26309,B
26857,B
27456,B
28016,B
28650,B
29202,B
29772,B
30118,B
30595,B
31149,B
31587,B
32268,B
32595,B
33211,B
33814,B
34275,B
34877,B
35454,B
35828,B
36390,B
36863,B
37463,B
37988,B
38526,B
39096,B
39661,B
40213,B
40614,B
41068,B
41831,B
42255,B
42772,B
43351,B
43797,B
44363,B
45019,B
45449,B
45859,B
46256,B
46729,B
47224,B
47737,B
48292,B
48846,B
49390,B
49847,B
50388,B
50922,B
51458,B
52060,B
52441,B
52910,B
53485,B
53970,B
54333,B
54710,B
55265,B
55755,B
56328,B
56744,B
57329,B
57811,B
58382,B
58825,B
59288,B
59776,B
60360,B
60824,B
61144,B
61724,B
62292,B
62773,B
63204,B
63785,B
64307,B
64898,B
65420,B
66085,B
66452,B
66947,B
67540,B
68029,B
68437,B
69025,B
69558,B
70089,B
70431,B
70986,B
71566,B
72328,B
72841,B
73443,B
73932,B
74436,B
75037,B
75547,B
76193,B
76577,B
77100,B
77652,B
78213,B
78755,B
79269,B
79623,B
80209,B
80648,B
81288,B
81750,B
82098,B
82737,B
83274,B
83726,B
84343,B
84870,B
85244,B
85788,B
86422,B
86758,B
87361,B
87714,B
88153,B
88624,B
89120,B
89666,B
90115,B
90740,B
91215,B
91656,B
92200,B
92668,B
93103,B
93701,B
94231,B
94629,B
95330,B
95704,B
96137,B
96792,B
97242,B
97698,B
98332,B
98887,B
99356,B
99888,B
